a 어
lithia 리티아
lithium 리튬
lithograph 리소그래프
lithography 리소그래피
lithonia 리소니아
lithonia 리토니아
lithopone 리토폰
lithuania 리투아니아
litigon 리티곤
litmus 리트머스
litre 리터
little 리틀
littlefield 리틀필드
littleton 리틀턴
littleville 리틀빌
litton 리턴
litvinov 리트비노프
liu 류
liukin 류킨
liv 리브
lively 라이블리
livermore 리버모어
liverpool 리버풀
living 리빙
livingston 리빙스턴
livingstone 리빙스턴
livius 리비우스
livonia 라보니아
livonia 리보니아
liz 리즈
liza 리자
lizana 리자나
lizard 리저드
lizella 리젤라
lizette 리젯
lizton 리즈턴
ljubljana 류블리아나
ll 엘엘
llano 라노
llano 래노
lloy 로이
lloyd 로이드
lmg 엘엠지
lng 엘엔지
lo 엘오
loa 로아
loader 로더
loading 로딩
loam 롬
lob 로브
lobbing 로빙
lobby 로비
lobbyist 로비스트
lobelia 로벨리아
lobeline 로벨린
lobster 랍스터
lobster 로브스터
local 로컬
location 로케이션
lochhead 로키드
lochte 록티
lock 로크
lock 록
locke 로크
locker 로커
lockesburg 로커스버그
locket 로켓
lockhart 록하트
locklear 로클리어
lockout 로크아웃
lockport 록포트
lockwood 로크우드
lockwood 록우드
loco 로코
locust 로커스트
lodge 로지
lodi 로디
loeb 러브
loewe 로에베
loewe 뢰베
loewen 로웬
loewi 뢰비
loewy 로위
loft 로프트
lofting 로프팅
loftus 로프터스
log 로그
logan 로간
logan 로건
loganberry 로건베리
logansport 로건스포트
logansport 로건즈포트
loganville 로건빌
logarithm 로가리듬
logger 로거
login 로그인
logo 로고
logotype 로고타이프
logout 로그아웃
logwood 로그우드
lohan 로언
lohengrin 로엔그린
lois 루이스
lokoya 로코야
lola 롤라
loleta 롤레타
lolita 롤리타
loma 로마
loman 로먼
lomax 로맥스
lombard 롬바드
lombardville 롬바드빌
lombok 롬복
lombroso 롬브로소
lome 로메
lomira 로미라
lomita 로미타
lomond 로몬드
lomonosov 로모노소프
lompoc 롬폭
london 런던
londonderry 런던더리
londonderry 런던데리
lonerock 론록
long 롱
longcloth 롱클로스
longdale 롱데일
longfellow 롱펠로
longford 롱퍼드
longhi 롱기
longing 롱잉
longinus 롱기누스
longmeadow 롱메도우
longmont 롱몬트
longrun 롱런
longs 롱스
longton 롱턴
longtown 롱타운
longueuil 롱괴이
longvale 롱베일
longview 롱뷰
longville 롱빌
longwood 롱우드
lonoke 로노크
lonsdale 론스데일
loogootee 러고티
look 룩
lookingglass 루킹글라스
lookout 룩아웃
loom 룸
loomis 루미스
loon 룬
loop 루프
loose 루스
lopez 로페즈
lorado 로라도
lorain 로레인
loraine 러레인
loran 로란
loranger 로레인저
lorca 로르카
lord 로드
lordsburg 로즈버그
loree 로리
lorella 로렐라
lorena 로레나
lorentz 로런츠
lorenz 로렌즈
lorenzetti 로렌체티
lorenzo 로렌조
loretta 로레타
loretto 러레토
loretto 로레토
lorida 로리다
loris 로리스
lorman 로먼
lorrain 로랭
lorraine 로레인
loschmidt 로슈미트
lost 로스트
lostant 로스턴트
lostine 로스틴
lostwithiel 로스트위시얼
lothair 로테어
lothian 로디언
loti 로티
lotion 로션
lotsee 롯시
lott 로트
lott 롯
lottie 로티
lotto 로토
lottsburg 로츠버그
lotze 로체
lou 루
louangphrabang 루앙프라방
louann 로안
loudon 루던
loudoun 라우든
loudy 라우디
louin 루인
louis 루이
louis 루이스
louisa 루이사
louisa 루이자
louisburg 루이스버그
louise 루이즈
louisiana 루이지애나
louisville 루이빌
louisville 루이스빌
louisvuitton 루이뷔통
lounge 라운지
loup 루프
louver 루버
louvre 루브르
lovastatin 로바스타틴
love 러브
lovebird 러브버드
lovejoy 러브조이
lovelady 러브레이디
loveland 러브랜드
lovell 러벌
lovelock 러브락
lovely 러블리
lovett 러벳
loveville 러브빌
lovieanne 러비앤
loving 러빙
lovingston 러빙스턴
lovington 러빙턴
lovins 러빈스
low 로
lowden 로던
lowder 로더
lowe 로
lowell 로웰
lowenthal 로언솔
lowes 로위스
lowland 로랜드
lowman 로우맨
lowndes 론디즈
lowpoint 로포인트
lowry 라우리
lowry 로리
lowrys 로리스
lowville 로빌
lowville 로우빌
loxley 록슬리
loyal 로열
loyall 로열
loyalton 로얄턴
loyola 로욜라
lpg 엘피지
lrcs 엘아르시에스
lsd 엘에스디
lsi 엘에스아이
lsm 엘에스엠
lst 엘에스티
luana 루애나
luanda 루안다
lubbock 러벅
lubbock 루복
lubec 루벡
lubumbashi 루붐바시
lucan 루칸
lucan 루컨
lucas 루카스
lucas 루커스
luce 루스
lucerne 루선
luchino 루키노
lucia 루시아
lucianos 루키아노스
lucien 뤼시앵
lucifer 루시퍼
luciferin 루시페린
lucinda 루신다
luck 럭
luckenbach 루켄바흐
lucknow 러크나우
lucknow 럭나우
lucky 러키
lucroy 루크로이
lucy 루시
ludendorff 루덴도르프
ludington 러딩턴
ludlow 러들로
ludowici 루더위시
ludwig 루트비히
luebbering 루버링
luebkeman 룹커먼
lueders 루더스
luffing 러핑
lufkin 러프킨
lugano 루가노
lugar 루거
luge 루지
luhrmann 루어먼
lukasiewicz 루카시에비치
luke 루크
lukeville 루크빌
lula 룰라
luling 룰링
lully 륄리
lulu 룰루
lumberland 럼버랜드
lumberton 럼버턴
lumen 루멘
lumet 루멧
luminol 루미놀
lumisome 루미솜
lumpkin 럼킨
lumpkin 럼프킨
lumumba 루뭄바
luna 루나
lund 런드
lund 룬드
lunda 런다
lunenburg 루넌버그
lunenburg 루넨버그
lunenburg 루넨부르크
lunge 런지
lungi 룽기
lunik 루니크
lunokhod 루노호트
lupine 루핀
luraville 루라빌
luray 루레이
lure 루어
luria 루리아
luriya 루리야
lusaka 루사카
lusk 러스크
lutcher 러처
lute 류트
lutein 루테인
lutetium 루테튬
luther 루서
luther 루터
luthersville 루서즈빌
luthuli 루툴리
luton 루턴
lutterloh 루터로
luttrell 러트럴
luttrell 러트렐
lutts 러츠
luuka 루카
luverne 루번
lux 럭스
luxembourg 룩셈부르크
luxemburg 럭셈버그
luxemburg 룩셈부르크
luxor 룩소르
luzerne 루체른
luzon 루손
lyautey 리요테
lyburn 라이번
lycan 라이캔
lycos 라이코스
lycourgos 리쿠르고스
lydon 라이던
lyell 라이엘
lyells 라이엘
lyerly 라이얼리
lyginodendron 리기노덴드론
lyle 라일
lyles 라일스
lyly 릴리
lyman 라이먼
lyman 리먼
lyme 라임
lymph 림프
lymphokine 림포카인
lynch 린치
lynchburg 린치버그
lynco 린코
lynd 린드
lynden 린든
lyndhurst 린드허스트
lyndon 린던
lyndsie 린지
lynn 린
lynne 린
lynnfield 린필드
lynnview 린뷰
lynnville 린빌
lynnwood 린우드
lynwood 린우드
lynx 링스
lyon 라이언
lyona 라이오나
lyonel 라이오넬
lyonnet 리오네
lyons 라이언스
lyonsdale 리온스데일
lyot 리오
lyre 라이어
lyric 리릭
lyricism 리리시즘
lysacek 라이서첵
lysander 라이샌더
lysias 리시아스
lysine 리신
lysippos 리시포스
lysosome 리소좀
lysostaphin 리소스타핀
lysozyme 라이소자임
lyttelton 리틀턴
lytten 라이튼
lytton 리턴
m 엠
ma 엠에이
maat 마트
mabel 메이블
mabelle 마벨
maben 메이븐
mac 맥
macadam 머캐덤
macarena 마카레나
macaroni 마카로니
macarthur 맥아더
macarthur 맥아서
macau 마카오
macaulay 매콜리
macbeth 맥베스
macbride 맥브라이드
macclenny 매클레니
macclenny 맥클레니
macclesfield 메이클즈필드
macdonald 맥도널드
macdowell 맥다월
macdunn 맥던
mace 메이스
macedon 메이스던
macedonia 마세도니아
macedonia 마케도니아
macfarlan 멕팔랜
macfarlane 맥팔레인
mach 마하
mach 마흐
machado 마차도
machaut 마쇼
machias 마키어즈
machiavelli 마키아벨리
machiavellism 마키아벨리즘
machine 머신
machine 미싱
macintosh 매킨토시
maciunas 머추너스
mack 맥
mackay 매카이
mackay 맥케이
mackenzie 매켄지
mackey 매키
mackey 맥케이
mackey 맥키
mackinaw 매키노
mackinder 매킨더
mackinley 매킨리
mackinnon 매키넌
mackintosh 매킨토시
macklem 매클럼
macksville 맥스빌
mackville 맥빌
maclane 매클레인
maclaren 매클래런
macleish 매클리시
macleod 매클라우드
macmillan 맥밀런
macneice 맥니스
macnin 마크닌
macomb 매콤
macomb 머콤
macon 메이컨
macoupin 머쿠핀
macquarie 매쿼리
macro 매크로
macroengineering 매크로엔지니어링
macrolens 매크로렌즈
macrophage 매크로파지
mactier 맥타이어
macy 메이시
mad 매드
mad 엠에이디
madagascar 마다가스카르
madam 마담
madawaska 마다와스카
madden 매든
maddock 매독
maddox 매덕스
maddox 매독스
maddux 매덕스
madeira 마데이라
madeira 머디라
madeleine 매들린
madelia 마델리아
madeline 메이들린
madera 마데라
maderno 마데르노
madero 마데로
madge 매지
madhva 마드바
madison 매디슨
madison 메디슨
madisonville 매디슨빌
madonna 마돈나
madras 마드라스
madrid 마드리드
madrid 머드리드
madrone 마드론
madurai 마두라이
maenades 마이나데스
maeser 메이저
maeterlinck 마테를링크
mafia 마피아
magan 메이건
magarine 마가린
magazine 매거진
magee 마지
magee 머기
magellan 마젤란
magendie 마장디
maggie 매기
magherafelt 마러펠트
magi 마기
magic 매직
magicgate 매직게이트
magley 매글리
magma 마그마
magnalium 마그날륨
magnani 마냐니
magnesia 마그네시아
magnesite 마그네사이트
magnesium 마그네슘
magness 매그네스
magnet 마그네트
magnet 마그넷
magnetic 마그네틱
magnetite 마그네타이트
magneto 마그네토
magnetograph 마그네토그래프
magneton 마그네톤
magnetron 마그네트론
magnister 마그니스터
magnitogorsk 마그니토고르스크
magnitude 매그니튜드
magnolia 매그놀리아
magnox 마그녹스
magnus 마그누스
magnuson 매그너슨
magnussen 매그너슨
magoffin 머고핀
magog 마곡
magritte 마그리트
mahan 머핸
mahan 메이핸
mahe 마헤이
maher 마허
mahler 말러
mahmoud 마무드
mahogany 마호가니
maholm 머홀름
mahomet 마호메트
mahone 머혼
mahoning 머호닝
maia 마이아
maida 메이다
maiden 메이든
maidstone 메이드스톤
mail 메일
mailer 메일러
maillol 마욜
maimonides 마이모니데스
main 메인
mainboard 메인보드
maine 메인
mainmast 메인마스트
mainsail 메인슬
maisto 메이스토
maistre 메스트르
maitland 메이틀랜드
maize 메이즈
majolica 마졸리카
major 메이저
makarios 마카리오스
make 메이크
maker 메이커
makeup 메이크업
makinen 매키넌
makoti 마코티
malabar 말라바
malabo 말라보
malabon 말라본
malaga 말라가
malakoff 말라코프
malakoff 맬러코프
malamud 맬러머드
malang 말랑
malaria 말라리아
malatya 말라티아
malawi 말라위
malaysia 말레이시아
malbis 멜비스
malcolm 말콤
malcolm 맬컴
malcom 맬컴
malden 몰던
malden 몰덴
malden 몰든
malebranche 말브랑슈
malherbe 말레르브
mali 말리
malibu 말리부
malick 맬릭
malin 말린
malipiero 말리피에로
mall 몰
mallard 맬러드
mallein 말레인
mallory 맬러리
malloy 멀로이
malmo 맬모
malo 말로
malone 말론
malone 멀론
malory 맬러리
malot 말로
maloy 맬로이
malpighi 말피기
malraux 말로
malta 몰타
maltese 몰티즈
malthus 맬서스
maltose 말토오스
malus 말뤼스
malvern 맬버른
malvern 맬번
malvina 말비나
mamakating 매머케이팅
mamaroneck 매머로넥
mamba 맘바
mambo 맘보
mamers 매머스
mamie 마미
mammon 마몬
mammon 맘몬
mammoth 매머드
man 맨
mana 마나
management 매니지먼트
manager 매니저
managua 마나과
manaia 마나이아
manaism 마나이즘
manalapan 머낼러펀
manaos 마나우스
manara 마나라
manassa 마내사
manassas 매너서스
manasse 머내시
manatee 매너티
manaus 마나우스
manavista 매나비스타
manawa 마나와
manchac 맨채크
manchester 맨체스터
mancini 맨시니
mancos 만코스
mandalay 만달레이
mandale 맨데일
mandan 맨던
mandarin 만다린
mandelbaum 맨들바움
mandelbrot 망델브로
manderson 맨더슨
mandeville 맨더빌
mandingo 만딩고
mandolin 만돌린
mandrel 맨드릴
mandrill 맨드릴
mandurah 맨두라
mandy 맨디
manes 메인즈
manet 마네
manganese 망가니즈
manganite 망가나이트
mangilao 망길라오
mango 망고
mangoplate 망고플레이트
mangosteen 망고스틴
mangrove 맹그로브
mangum 맹검
manhattan 맨해튼
manheim 맨하임
manhole 맨홀
mani 마니
mania 마니아
manicouagan 매니쿼건
manicure 매니큐어
manifold 매니폴드
manihiki 마니히키
manila 마닐라
manila 머닐라
manilla 마닐라
manipulation 머니퓰레이션
manipulator 머니퓰레이터
manistee 매니스티
manito 매니토
manitoba 매니토바
manitoism 매니토이즘
manitou 매니토
manitou 매니투
manitoulin 매니툴린
manitowoc 매니터웍
manitowoc 매니토웍
mankato 맨카토
mankato 맨케이토
mankiewicz 맹키위츠
mankiw 맨큐
manley 맨리
manlius 맨리어스
manly 맨리
mann 만
manna 만나
mannequin 마네킹
manner 매너
mannerism 매너리즘
manning 매닝
mannings 매닝스
mannington 매닝턴
mannitol 만니톨
mannon 매넌
mannon 매논
mannose 마노스
mannsville 맨즈빌
mannville 맨빌
mano 마노
manokin 매너킨
manometer 마노미터
manor 마노
manor 매너
manrique 만리케
mansart 망사르
mansel 맨슬
mansfield 맨스필드
mansion 맨션
manson 맨슨
manteau 망토
manteca 만테카
mantegna 만테냐
mantel 맨틀
mantelpiece 맨틀피스
manteo 맨테오
manter 맨터
manti 맨티
mantilla 만틸라
mantle 맨틀
manton 맨턴
mantorville 맨토빌
mantua 만투아
manu 마누
manual 매뉴얼
manuel 마누엘
manufacture 매뉴팩처
manukau 마누카우
manus 마누스
manvel 맨벌
manvel 맨블
manville 맨빌
many 매니
manzanita 만자니타
manzoni 만초니
manzullo 맨줄로
map 맵
maphilindo 마필린도
maple 메이플
maplehurst 메이플허스트
maples 메이플스
maplesville 메이플즈빌
mapleton 메이플턴
mapleview 메이플뷰
mapleville 메이플빌
maplewood 메이플우드
mapping 매핑
mapua 마푸아
maputo 마푸토
mar 엠에이아르
mara 마라
maramec 매러맥
marana 마라나
maranta 마란타
maraschino 마라스키노
marat 마라
marathon 마라톤
marble 마블
marblehead 마블헤드
marbletown 마블타운
marbling 마블링
marburg 마버그
marbury 마버리
marc 마르크
marc 마크
marcel 마르셀
marcel 마셀
marceline 마르셀린
marcell 마르셀
marcella 마르셀라
marcelline 마르셀린
marcellon 마셀론
marcellus 마셀러스
march 마치
marchand 마천드
marcion 마르키온
marclay 마클리
marco 마르코
marco 마코
marcoe 마코
marconi 마르코니
marcos 마르코스
marcus 마커스
marcy 마시
mardin 마르딘
marduk 마르두크
mareeba 마리바
marengo 마렝고
marengo 머렝고
marett 매럿
marey 마레
marfa 마파
margaret 마거릿
margarine 마가린
margary 마거리
margate 마게이트
marggraf 마르그라프
margie 마지
margin 마진
margo 마고
margolis 마골리스
margrete 마르그레테
marguerite 마거리트
maria 마리아
mariah 머라이어
mariana 마리아나
marianna 메리애나
mariba 마리바
maribel 마리벨
maricopa 마리코파
marie 매리
mariel 매리얼
marienthal 마리엔살
marietta 마리에타
marietta 매리에타
marigold 마리골드
marihuana 마리화나
marilla 마릴라
marillyn 메릴린
marimba 마림바
marin 마린
marina 마리나
marina 머리나
marineland 마린랜드
marineland 머린랜드
marinette 마리네트
marinette 매리넷
marini 마리니
marino 마리노
marino 머리노
mario 마리오
marion 매리언
marionville 마리온빌
mariotte 마리오트
mariposa 마리포사
maris 메리스
marisa 머리사
marissa 머리사
maritain 마리탱
maritza 마리차
marius 마리우스
marius 매리어스
marivaux 마리보
marjoram 마저럼
marjorie 마저리
mark 마크
markab 마르카브
marker 마켓
markesan 마크산
market 마켓
marketing 마케팅
markham 마컴
markhor 마코르
markkaa 마르카
markle 마클
markleeville 마크리빌
markley 마클리
markman 마크맨
markov 마르코프
markova 마코바
markovnikov 마르코브니코프의
marks 막스
markwood 마크우드
marland 마랜드
marlboro 말버러
marlborough 말버러
marlene 마를레네
marler 말러
marlette 말레트
marlin 말린
marlinton 말린턴
marlon 말런
marlow 말로
marlow 말로우
marlowe 말로
marmaduke 마마듀크
marmalade 마멀레이드
marmarth 매머스
marmet 마멧
marmot 마멋
marne 마른
maroa 머로아
marocain 매러케인
marot 마로
marquand 마퀀드
marquet 마르케
marquette 마케트
marquette 마켓
marquez 마르케스
marquez 마케즈
marr 마
marr 마르
marrowbone 매로우본
mars 마르스
mars 마스
marschner 마르슈너
marsden 마스든
marseillaise 마르세예즈
marseilles 마르세이
marshall 마셜
marshalltown 마셜타운
marshallville 마셜빌
marshfield 마시필드
marshmallow 마시멜로
marsilio 마르실리오
marsing 마싱
marson 마슨
marston 마스턴
mart 마트
martel 마텔
martell 마텔
martenot 마르트노
martensite 마텐자이트
martha 마사
martialis 마르티알리스
